assessmentId,internalTaxonId,scientificName,redlistCategory,redlistCriteria,yearPublished,assessmentDate,criteriaVersion,language,rationale,habitat,threats,population,populationTrend,range,useTrade,systems,conservationActions,realm,yearLastSeen,possiblyExtinct,possiblyExtinctInTheWild,scopes,Sequence,Family1,Order1,Avibase.ID1,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size
264355159,103683026,Knipolegus signatus,Least Concern,,2024,2024-06-12 00:00:00 UTC,3.1,English,"This species has a large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence under 20,000 kmÂ² combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). The population size has not been quantified, but it is not believed to approach the thresholds for Vulnerable under the population size criterion (under 10,000 mature individuals with a continuing decline estimated to be over 10% in ten years or three generations, or with a specified population structure). Despite the fact that the population trend appears to be decreasing, the decline is not believed to be sufficiently rapid to approach the thresholds for Vulnerable under the population trend criterion (over 30% decline over ten years or three generations). For these reasons the species is evaluated as Least Concern.",,,"The global population size has not been quantified, but the pre-split species has been described as 'uncommon' (Stotz<em> et al</em>. 1996). This species is considered to have a medium dependency on forest habitat, and tree cover is estimated to have declined by 2.8% within its mapped range over the past 10 years (Global Forest Watch 2022, using Hansen et al. [2013] data and methods disclosed therein). Therefore, as a precautionary measure, it is tentatively suspected that this loss of cover may have led to a decline of between 1-19% in the species' population size over the same time frame.",Decreasing,,This species was not recorded in any of the trade databases reviewed by DonaldÂ et al.Â (2024) and there is no indication that the species is traded or otherwise used.,Terrestrial|Freshwater (=Inland waters),,Neotropical,,FALSE,FALSE,Global,5820.0,Tyrannidae,Passeriformes,AVIBASE-3BEB2207,1.0,1.0,0.0,0.0,1.0,18.4,10.3,7.1,4.5,21.5,79,14.6,64.4,18.5,68,17.8,Dunning,,NO,,,Forest,2.0,1.0,Carnivore,Invertivore,Insessorial,-11.2,-4.2,-7.58,-77.09,32221.11
264355526,22699110,Phyllomyias plumbeiceps,Least Concern,,2024,2024-06-12 00:00:00 UTC,3.1,English,"This species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence under 20,000 kmÂ² combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). The population size has not been quantified, but it is not believed to approach the thresholds for Vulnerable under the population size criterion (under 10,000 mature individuals with a continuing decline estimated to be over 10% in ten years or three generations, or with a specified population structure). Despite the fact that the population trend appears to be decreasing, the decline is not believed to be sufficiently rapid to approach the thresholds for Vulnerable under the population trend criterion (over 30% decline over ten years or three generations). For these reasons the species is evaluated as Least Concern.",,,"The global population size has not been quantified, but this species is described as 'uncommon and patchily distributed' (Stotz <em>et al</em>. 1996). This species is considered to have a high dependency on forest habitat, and tree cover is estimated to have declined by 2.1% within its mapped range over the past 10 years (Global Forest Watch 2022, using Hansen <em>et al</em>. [2013] data and methods disclosed therein). It is therefore tentatively suspected that this rate of cover loss may have led to a decline of between 1-19% in the species' population size over the same time frame, with a best estimate of reduction being less than 5%.",Decreasing,,This species was not recorded in any of the trade databases reviewed by Donald&#160;<em>et al</em>.&#160;(2024) and there is no indication that the species is traded or otherwise used.,Terrestrial,,Neotropical,,FALSE,FALSE,Global,5657.0,Tyrannidae,Passeriformes,AVIBASE-9501B20C,6.0,2.0,3.0,1.0,4.0,8.9,5.2,3.3,2.9,15.7,59.8,11.8,47.2,20,55.2,10.3,Updated_literature,BoW,NO,,,Forest,1.0,1.0,Omnivore,Invertivore,Insessorial,-12.97,5.83,-4.69,-76.22,71922.73
264357859,22699156,Zimmerius viridiflavus,Least Concern,,2024,2024-06-12 00:00:00 UTC,3.1,English,"This species has a large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence under 20,000 kmÂ² combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). The population size has not been quantified, but it is not believed to approach the thresholds for Vulnerable under the population size criterion (under 10,000 mature individuals with a continuing decline estimated to be over 10% in ten years or three generations, or with a specified population structure). Despite the fact that the population trend appears to be decreasing, the decline is not believed to be sufficiently rapid to approach the thresholds for Vulnerable under the population trend criterion (over 30% decline over ten years or three generations). For these reasons the species is evaluated as Least Concern.",,,"The global population size has not been quantified, but this species is described as 'fairly common' (Stotz et al. 1996). This species is considered to have a high dependency on forest habitat, and tree cover is estimated to have declined by 2.9% within its mapped range over the past 10 years (Global Forest Watch 2022, using Hansen et al. [2013] data and methods disclosed therein). It is therefore tentatively suspected that this rate of cover loss may have led to a decline of between 1-19% in the species' population size over the same time frame, with a best estimate of reduction being less than 5%.",Decreasing,,This species was not recorded in any of the trade databases reviewed by DonaldÂ et al.Â (2024) and there is no indication that the species is traded or otherwise used.,Terrestrial,,Neotropical,,FALSE,FALSE,Global,5594.0,Tyrannidae,Passeriformes,AVIBASE-86199C9A,10.0,0.0,10.0,0.0,4.0,9.8,5.3,3.3,3.2,16.9,54.3,6.1,46.9,11.5,52.8,9.6,Dunning,,NO,,,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-11.7,-2.96,-7.82,-76.83,89059.91
264362543,22699830,Contopus caribaeus,Least Concern,,2024,2024-06-12 00:00:00 UTC,3.1,English,"This species has a large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence under 20,000 kmÂ² combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). The population size has not been quantified, but it is not believed to approach the thresholds for Vulnerable under the population size criterion (under 10,000 mature individuals with a continuing decline estimated to be over 10% in ten years or three generations, or with a specified population structure). Despite the fact that the population trend appears to be decreasing, the decline is not believed to be sufficiently rapid to approach the thresholds for Vulnerable under the population trend criterion (over 30% decline over ten years or three generations). For these reasons the species is evaluated as Least Concern.",,,"The global population size has not been quantified, but this species is described as 'fairly common to common' (Stotz et al. 1996). This species is considered to have a medium dependency on forest habitat, and tree cover is estimated to have declined by 10% within its mapped range over the past 10 years (Global Forest Watch 2022, using Hansen et al. [2013] data and methods disclosed therein). Therefore, as a precautionary measure, it is tentatively suspected that this loss of cover may have led to a decline of between 1-19% in the species' population size over the same time frame.",Decreasing,,This species was not recorded in any of the trade databases reviewed by DonaldÂ et al.Â (2024) and there is no indication that the species is traded or otherwise used.,Terrestrial,,Neotropical,,FALSE,FALSE,Global,5898.0,Tyrannidae,Passeriformes,AVIBASE-8FB6981F,9.0,2.0,7.0,0.0,8.0,18.1,11.4,7,4.4,15.3,72.5,16.9,55.6,23.3,59.3,10.5,Dunning,,NO,,,Forest,2.0,1.0,Carnivore,Invertivore,Insessorial,19.83,26.92,21.88,-78.92,119645.89
264366199,22698790,Mionectes striaticollis,Least Concern,,2024,2024-06-12 00:00:00 UTC,3.1,English,"This species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence under 20,000 kmÂ² combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). The population size has not been quantified, but it is not believed to approach the thresholds for Vulnerable under the population size criterion (under 10,000 mature individuals with a continuing decline estimated to be over 10% in ten years or three generations, or with a specified population structure). Despite the fact that the population trend appears to be decreasing, the decline is not believed to be sufficiently rapid to approach the thresholds for Vulnerable under the population trend criterion (over 30% decline over ten years or three generations). For these reasons the species is evaluated as Least Concern.",,,"The global population size has not been quantified, but this species is described as 'common' (Stotz et al. 1996). This species is considered to have a medium dependency on forest habitat, and tree cover is estimated to have declined by 3% within its mapped range over the past 10 years (Global Forest Watch 2022, using Hansen et al. [2013] data and methods disclosed therein). Therefore, as a precautionary measure, it is tentatively suspected that this loss of cover may have led to a decline of between 1-19% in the species' population size over the same time frame.",Decreasing,,This species was not recorded in any of the trade databases reviewed by DonaldÂ et al.Â (2024) and there is no indication that the species is traded or otherwise used.,Terrestrial,,Neotropical,,FALSE,FALSE,Global,5498.0,Tyrannidae,Passeriformes,AVIBASE-9A4AE6AE,120.0,45.0,54.0,21.0,86.0,14.2,8.0,4.2,3.4,17.5,66.8,11.1,56.2,16.5,53.7,15,Dunning,,NO,,,Forest,1.0,1.0,Omnivore,Invertivore,Insessorial,-17.81,7.03,-6.36,-74.72,318010.85
264366905,22698844,Poecilotriccus albifacies,Least Concern,,2024,2024-06-12 00:00:00 UTC,3.1,English,"Although this species may have a restricted range, it is not believed to approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence under 20,000 kmÂ² combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). The population size has not been quantified, but it is not believed to approach the thresholds for Vulnerable under the population size criterion (under 10,000 mature individuals with a continuing decline estimated to be over 10% in ten years or three generations, or with a specified population structure). Despite the fact that the population trend appears to be decreasing, the decline is not believed to be sufficiently rapid to approach the thresholds for Vulnerable under the population trend criterion (over 30% decline over ten years or three generations). For these reasons the species is evaluated as Least Concern.","The species is strictly confined to dense bamboo thickets in tropical lowland evergreen forest, up to 1,050 m (Ridgely and Tudor 1994, Stotz et al. 1996).","The species region is subject to some selective logging and is being opened up for development, with oil/gas extraction and mining and associated road-building and human colonisation, including poorly planned and uncontrolled ecotourism, resulting in further degradation (Dinerstein et al. 1995, H. Lloyd in litt. 1999).","The global population size has not been quantified, but this species is described as 'uncommon and patchily distributed' (Stotz et al. 1996). This species is considered to have a high dependency on forest habitat, and tree cover is estimated to have declined by 3.2% within its mapped range over the past 10 years (Global Forest Watch 2022, using Hansen et al. [2013] data and methods disclosed therein). It is therefore tentatively suspected that this rate of cover loss may have led to a decline of between 1-19% in the species' population size over the same time frame, with a best estimate of reduction being less than 5%.",Decreasing,"This species is uncommon and very local in south Madre de Dios and adjacent north-east Cuzco, south-east Peru (Ridgely and Tudor 1994).",This species was not recorded in any of the trade databases reviewed by DonaldÂ et al.Â (2024) and there is no indication that the species is traded or otherwise used.,Terrestrial,,Neotropical,,FALSE,FALSE,Global,5560.0,Tyrannidae,Passeriformes,AVIBASE-4BEBB090,3.0,1.0,2.0,0.0,2.0,10.4,7.3,4.5,2.9,14.2,45.2,4.8,41.6,10.2,34.6,8,Dunning,,NO,,,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-13.26,-11.41,-12.63,-70.88,4050.69
264368227,22698839,Poecilotriccus capitalis,Least Concern,,2024,2024-06-12 00:00:00 UTC,3.1,English,"This species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence under 20,000 kmÂ² combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). The population size has not been quantified, but it is not believed to approach the thresholds for Vulnerable under the population size criterion (under 10,000 mature individuals with a continuing decline estimated to be over 10% in ten years or three generations, or with a specified population structure). Despite the fact that the population trend appears to be decreasing, the decline is not believed to be sufficiently rapid to approach the thresholds for Vulnerable under the population trend criterion (over 30% decline over ten years or three generations). For these reasons the species is evaluated as Least Concern.",,,"The global population size has not been quantified, but this species is described as 'uncommon' (Stotz et al. 1996). This species is considered to have a medium dependency on forest habitat, and tree cover is estimated to have declined by 5.3% within its mapped range over the past 10 years (Global Forest Watch 2022, using Hansen et al. [2013] data and methods disclosed therein). Therefore, as a precautionary measure, it is tentatively suspected that this loss of cover may have led to a decline of between 1-19% in the species' population size over the same time frame.",Decreasing,,This species was not recorded in any of the trade databases reviewed by DonaldÂ et al.Â (2024) and there is no indication that the species is traded or otherwise used.,Terrestrial|Freshwater (=Inland waters),,Neotropical,,FALSE,FALSE,Global,5561.0,Tyrannidae,Passeriformes,AVIBASE-978B53CA,4.0,0.0,1.0,3.0,4.0,12.9,8.1,5.2,3.0,16.2,48.5,6.1,42.4,12.5,30.8,8,Dunning,,NO,,,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-11.68,1.47,-4.08,-73.58,525289.17
264369355,22698829,Pseudotriccus ruficeps,Least Concern,,2024,2024-06-12 00:00:00 UTC,3.1,English,"This species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence under 20,000 kmÂ² combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). The population size has not been quantified, but it is not believed to approach the thresholds for Vulnerable under the population size criterion (under 10,000 mature individuals with a continuing decline estimated to be over 10% in ten years or three generations, or with a specified population structure). Despite the fact that the population trend appears to be decreasing, the decline is not believed to be sufficiently rapid to approach the thresholds for Vulnerable under the population trend criterion (over 30% decline over ten years or three generations). For these reasons the species is evaluated as Least Concern.",,,"The global population size has not been quantified, but this species is described as 'fairly common' (Stotz et al. 1996). This species is considered to have a high dependency on forest habitat, and tree cover is estimated to have declined by 1.2% within its mapped range over the past 10 years (Global Forest Watch 2022, using Hansen et al. [2013] data and methods disclosed therein). It is therefore tentatively suspected that this rate of cover loss may have led to a decline of between 1-19% in the species' population size over the same time frame, with a best estimate of reduction being less than 5%.",Decreasing,,This species was not recorded in any of the trade databases reviewed by DonaldÂ et al.Â (2024) and there is no indication that the species is traded or otherwise used.,Terrestrial,,Neotropical,,FALSE,FALSE,Global,5472.0,Tyrannidae,Passeriformes,AVIBASE-C727EA6A,13.0,4.0,7.0,2.0,4.0,11.6,6.2,3.8,3.2,22.7,55.8,6.8,49.3,12.2,43,11.3,Dunning,,NO,,,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-17.37,6.52,-6.31,-74.54,194101.79
264369702,22724420,Contopus hispaniolensis,Least Concern,,2024,2024-06-12 00:00:00 UTC,3.1,English,"This species has a large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence under 20,000 kmÂ² combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). The population size has not been quantified, but it is not believed to approach the thresholds for Vulnerable under the population size criterion (under 10,000 mature individuals with a continuing decline estimated to be over 10% in ten years or three generations, or with a specified population structure). Despite the fact that the population trend appears to be decreasing, the decline is not believed to be sufficiently rapid to approach the thresholds for Vulnerable under the population trend criterion (over 30% decline over ten years or three generations). For these reasons the species is evaluated as Least Concern.",,,"The global population size has not been quantified, but the species is described as common and widespread (del Hoyo et al. 2004). This species is considered to have a medium dependency on forest habitat, and tree cover is estimated to have declined by 10.7% within its mapped range over the past 10 years (Global Forest Watch 2022, using Hansen et al. [2013] data and methods disclosed therein). Therefore, as a precautionary measure, it is tentatively suspected that this loss of cover may have led to a decline of between 1-19% in the species' population size over the same time frame.",Decreasing,,This species was not recorded in any of the trade databases reviewed by DonaldÂ et al.Â (2024) and there is no indication that the species is traded or otherwise used.,Terrestrial,,Neotropical,,FALSE,FALSE,Global,5900.0,Tyrannidae,Passeriformes,AVIBASE-37895593,4.0,2.0,2.0,0.0,4.0,17.5,10.1,6,3.6,14.8,74.4,18.0,56.4,24.2,65.3,11.7,Dunning,,NO,,,Forest,2.0,1.0,Carnivore,Invertivore,Insessorial,17.61,19.95,18.91,-71.28,74799.65
264371140,22698824,Pseudotriccus simplex,Least Concern,,2024,2024-06-12 00:00:00 UTC,3.1,English,"This species has a large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence under 20,000 kmÂ² combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). The population size has not been quantified, but it is not believed to approach the thresholds for Vulnerable under the population size criterion (under 10,000 mature individuals with a continuing decline estimated to be over 10% in ten years or three generations, or with a specified population structure). Despite the fact that the population trend appears to be decreasing, the decline is not believed to be sufficiently rapid to approach the thresholds for Vulnerable under the population trend criterion (over 30% decline over ten years or three generations). For these reasons the species is evaluated as Least Concern.",,,"The global population size has not been quantified, but this species is described as 'uncommon' (Stotz et al. 1996). This species is considered to have a high dependency on forest habitat, and tree cover is estimated to have declined by 2.6% within its mapped range over the past 10 years (Global Forest Watch 2022, using Hansen et al. [2013] data and methods disclosed therein). It is therefore tentatively suspected that this rate of cover loss may have led to a decline of between 1-19% in the species' population size over the same time frame, with a best estimate of reduction being less than 5%.",Decreasing,,This species was not recorded in any of the trade databases reviewed by DonaldÂ et al.Â (2024) and there is no indication that the species is traded or otherwise used.,Terrestrial,,Neotropical,,FALSE,FALSE,Global,5471.0,Tyrannidae,Passeriformes,AVIBASE-D7CE89D5,9.0,4.0,3.0,2.0,1.0,12.5,6.3,3.4,3.1,19.7,53.9,7.5,46.3,14,43.4,9.5,Dunning,,NO,,,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-17.9,-12.25,-15.28,-68.02,68986.06
264375116,22699748,Cnemotriccus fuscatus,Least Concern,,2024,2024-06-12 00:00:00 UTC,3.1,English,"This species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence under 20,000 kmÂ² combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). The population size has not been quantified, but it is not believed to approach the thresholds for Vulnerable under the population size criterion (under 10,000 mature individuals with a continuing decline estimated to be over 10% in ten years or three generations, or with a specified population structure). Despite the fact that the population trend appears to be decreasing, the decline is not believed to be sufficiently rapid to approach the thresholds for Vulnerable under the population trend criterion (over 30% decline over ten years or three generations). For these reasons the species is evaluated as Least Concern.",,,"The global population size has not been quantified, but this species is described as 'fairly common' (Stotz et al. 1996). This species is considered to have a medium dependency on forest habitat, and tree cover is estimated to have declined by 6.9% within its mapped range over the past 10 years (Global Forest Watch 2022, using Hansen et al. [2013] data and methods disclosed therein). Therefore, as a precautionary measure, it is tentatively suspected that this loss of cover may have led to a decline of between 1-19% in the species' population size over the same time frame.",Decreasing,,This species was not recorded in any of the trade databases reviewed by DonaldÂ et al.Â (2024) and there is no indication that the species is traded or otherwise used.,Terrestrial|Freshwater (=Inland waters),,Neotropical,,FALSE,FALSE,Global,5863.0,Tyrannidae,Passeriformes,AVIBASE-4AB94B00,89.0,17.0,34.0,38.0,4.0,13.8,9.8,5.4,4.0,18.3,66.7,9.0,54.7,14.1,62.6,13.6,Dunning,,NO,,,Forest,2.0,2.0,Carnivore,Invertivore,Insessorial,-30.42,12.49,-8.42,-57.2,12243851.43
264375958,22699751,Lathrotriccus euleri,Least Concern,,2024,2024-06-12 00:00:00 UTC,3.1,English,"This species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence under 20,000 kmÂ² combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). The population size has not been quantified, but it is not believed to approach the thresholds for Vulnerable under the population size criterion (under 10,000 mature individuals with a continuing decline estimated to be over 10% in ten years or three generations, or with a specified population structure). Despite the fact that the population trend appears to be decreasing, the decline is not believed to be sufficiently rapid to approach the thresholds for Vulnerable under the population trend criterion (over 30% decline over ten years or three generations). For these reasons the species is evaluated as Least Concern.",,,"The global population size has not been quantified, but this species is described as 'fairly common' (Stotz et al. 1996). This species is considered to have a medium dependency on forest habitat, and tree cover is estimated to have declined by 8.6% within its mapped range over the past 10 years (Global Forest Watch 2022, using Hansen et al. [2013] data and methods disclosed therein). Therefore, as a precautionary measure, it is tentatively suspected that this loss of cover may have led to a decline of between 1-19% in the species' population size over the same time frame.",Decreasing,"<span style=""font-style: italic;"">Lathotriccus euleri</span> occurs in South America, with a range covering areas of<span style=""font-weight: bold;""> Trinidad and Tobago</span>, <span style=""font-weight: bold;"">Venezuela</span>, <span style=""font-weight: bold;"">Colombia</span>, <span style=""font-weight: bold;"">Suriname</span>, <span style=""font-weight: bold;"">French Guiana</span>, <span style=""font-weight: bold;"">Ecuador</span>, <span style=""font-weight: bold;"">Peru</span>, <span style=""font-weight: bold;"">Brazil</span>, <span style=""font-weight: bold;"">Bolivia</span>, <span style=""font-weight: bold;"">Argentina </span>and <span style=""font-weight: bold;"">Uruguay</span>. The subspecies <span style=""font-style: italic;"">flaviventris</span> of <span style=""font-weight: bold;"">Grenada</span> has not been recorded since 1950 and is likely to be extinct (del Hoyo <span style=""font-style: italic;"">et al.</span> 2004).",This species was not recorded in any of the trade databases reviewed by DonaldÂ et al.Â (2024) and there is no indication that the species is traded or otherwise used.,Terrestrial,,Neotropical,,FALSE,FALSE,Global,5866.0,Tyrannidae,Passeriformes,AVIBASE-C150D25D,23.0,5.0,11.0,7.0,6.0,14.4,7.8,5.3,3.8,14.5,62.2,12.6,48.5,20.6,58,11.3,Dunning,,NO,,,Forest,1.0,2.0,Carnivore,Invertivore,Insessorial,-35.29,10.84,-12.65,-55.87,10271696.23
264377091,22699804,Contopus fumigatus,Least Concern,,2024,2024-06-12 00:00:00 UTC,3.1,English,"This species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence under 20,000 kmÂ² combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). The population size has not been quantified, but it is not believed to approach the thresholds for Vulnerable under the population size criterion (under 10,000 mature individuals with a continuing decline estimated to be over 10% in ten years or three generations, or with a specified population structure). Despite the fact that the population trend appears to be decreasing, the decline is not believed to be sufficiently rapid to approach the thresholds for Vulnerable under the population trend criterion (over 30% decline over ten years or three generations). For these reasons the species is evaluated as Least Concern.",,,"The global population size has not been quantified, but this species is described as 'fairly common' (Stotz et al. 1996). This species is considered to have a medium dependency on forest habitat, and tree cover is estimated to have declined by 2.3% within its mapped range over the past 10 years (Global Forest Watch 2022, using Hansen et al. [2013] data and methods disclosed therein). Therefore, as a precautionary measure, it is tentatively suspected that this loss of cover may have led to a decline of between 1-19% in the species' population size over the same time frame.",Decreasing,,This species was not recorded in any of the trade databases reviewed by DonaldÂ et al.Â (2024) and there is no indication that the species is traded or otherwise used.,Terrestrial,,Neotropical,,FALSE,FALSE,Global,5891.0,Tyrannidae,Passeriformes,AVIBASE-ECF2FBB2,13.0,5.0,7.0,1.0,5.0,20.2,11.7,7,5.0,15.5,92.6,25.7,66.5,27.9,80,19.9,Dunning,,NO,,,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-27.04,10.87,-3.57,-70.82,1021094.08
264380943,22699783,Mitrephanes olivaceus,Least Concern,,2024,2024-06-12 00:00:00 UTC,3.1,English,"This species has a large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence under 20,000 kmÂ² combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). The population size has not been quantified, but it is not believed to approach the thresholds for Vulnerable under the population size criterion (under 10,000 mature individuals with a continuing decline estimated to be over 10% in ten years or three generations, or with a specified population structure). Despite the fact that the population trend appears to be decreasing, the decline is not believed to be sufficiently rapid to approach the thresholds for Vulnerable under the population trend criterion (over 30% decline over ten years or three generations). For these reasons the species is evaluated as Least Concern.",,,"The global population size has not been quantified, but this species is described as 'uncommon' (Stotz et al. 1996). This species is considered to have a high dependency on forest habitat, and tree cover is estimated to have declined by 2.8% within its mapped range over the past 10 years (Global Forest Watch 2022, using Hansen et al. [2013] data and methods disclosed therein). It is therefore tentatively suspected that this rate of cover loss may have led to a decline of between 1-19% in the species' population size over the same time frame, with a best estimate of reduction being less than 5%.",Decreasing,,This species was not recorded in any of the trade databases reviewed by DonaldÂ et al.Â (2024) and there is no indication that the species is traded or otherwise used.,Terrestrial,,Neotropical,,FALSE,FALSE,Global,5869.0,Tyrannidae,Passeriformes,AVIBASE-55DF722C,8.0,2.0,5.0,1.0,4.0,12.7,6.8,4.4,3.0,12.4,66.5,14.3,52.2,21.5,58.5,10,Dunning,,NO,,,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-17.02,-5.12,-11.0,-73.69,91009.82
264381308,22731705,Knipolegus cabanisi,Least Concern,,2024,2024-06-12 00:00:00 UTC,3.1,English,"This species has a large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence under 20,000 kmÂ² combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). The population size has not been quantified, but it is not believed to approach the thresholds for Vulnerable under the population size criterion (under 10,000 mature individuals with a continuing decline estimated to be over 10% in ten years or three generations, or with a specified population structure). Despite the fact that the population trend appears to be decreasing, the decline is not believed to be sufficiently rapid to approach the thresholds for Vulnerable under the population trend criterion (over 30% decline over ten years or three generations). For these reasons the species is evaluated as Least Concern.",,,"The global population size has not been quantified, but the pre-split species has been described as 'uncommon' (Stotz <em>et al</em>. 1996). This species is considered to have a medium dependency on forest habitat, and tree cover is estimated to have declined by 2.5% within its mapped range over the past 10 years (Global Forest Watch 2022, using Hansen et al. [2013] data and methods disclosed therein). Therefore, as a precautionary measure, it is tentatively suspected that this loss of cover may have led to a decline of between 1-19% in the species' population size over the same time frame.",Decreasing,,This species was not recorded in any of the trade databases reviewed by DonaldÂ et al.Â (2024) and there is no indication that the species is traded or otherwise used.,Terrestrial|Freshwater (=Inland waters),,Neotropical,,FALSE,FALSE,Global,5821.0,Tyrannidae,Passeriformes,AVIBASE-2E2543B4,6.0,4.0,2.0,0.0,3.0,18.1,9.7,5.6,4.2,19.9,79.4,16.9,62.5,21.3,70.3,17.8,DataFromSplit,,NO,,,Forest,2.0,1.0,Carnivore,Invertivore,Insessorial,-28.5,-12.73,-19.55,-66.32,99718.39
264381490,22698937,Hemitriccus inornatus,Least Concern,,2024,2024-06-12 00:00:00 UTC,3.1,English,"This species has a large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence under 20,000 kmÂ² combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). The population size has not been quantified, but it is not believed to approach the thresholds for Vulnerable under the population size criterion (under 10,000 mature individuals with a continuing decline estimated to be over 10% in ten years or three generations, or with a specified population structure). Despite the fact that the population trend appears to be decreasing, the decline is not believed to be sufficiently rapid to approach the thresholds for Vulnerable under the population trend criterion (over 30% decline over ten years or three generations). For these reasons the species is evaluated as Least Concern.",,,"The global population size has not been quantified, but the species is described as locally common to fairly common (del Hoyo et al. 2004). This species is considered to have a medium dependency on forest habitat, and tree cover is estimated to have declined by 1.7% within its mapped range over the past 10 years (Global Forest Watch 2022, using Hansen et al. [2013] data and methods disclosed therein). Therefore, as a precautionary measure, it is tentatively suspected that this loss of cover may have led to a decline of between 1-19% in the species' population size over the same time frame.",Decreasing,"This species was rediscovered in 1992 (161 years after the collection of the type-specimen) in campina forest on the east bank of the rio Negro, c.45 km north of Manaus, Brazil, extending its range by c.1,000 km east-south-east of the rio IÃ§ana type-locality (Whittaker 1995). It has subsequently been found in several other areas further up the rio Negro on two right-bank tributaries, the rio ApuaÃº and rio Cuieras, c.80 km north-west and 60 km west of the 1992 records (Whittaker 1995), and appears to be relatively common in white-sand and igapÃ³ forests on the east bank of the rio Negro (M. Cohn-Haft in litt. 1999).",This species was not recorded in any of the trade databases reviewed by DonaldÂ et al.Â (2024) and there is no indication that the species is traded or otherwise used.,Terrestrial,,Neotropical,,FALSE,FALSE,Global,5550.0,Tyrannidae,Passeriformes,AVIBASE-88B7BCFD,4.0,2.0,2.0,0.0,4.0,12.1,7.5,4.3,2.9,14.9,47,6.1,40.9,13.1,37.8,8.3,Dunning,,NO,,,Forest,2.0,1.0,Carnivore,Invertivore,Insessorial,-3.0,4.0,-0.4,-63.19,34481.44
